event_year,event_month,event_dow,event_hour,event_type,division,apprehension_made,hood_140
2015,August,Friday,12,Overdose,D33,No,4
2014,October,Thursday,11,Person in Crisis,D51,No,11
2015,August,Thursday,11,Person in Crisis,D13,Yes,128
2014,June,Sunday,9,Person in Crisis,D43,No,124
2015,May,Monday,5,Overdose,D53,No,55
2015,November,Friday,10,Overdose,D31,No,62
2015,May,Friday,1,Overdose,D23,No,116
2014,March,Friday,11,Suicide-related,D12,No,67
2014,July,Monday,22,Overdose,D33,No,90
2014,November,Monday,12,Suicide-related,D52,No,35
2014,April,Saturday,3,Person in Crisis,D33,No,111
2015,February,Tuesday,22,Suicide-related,D31,No,63
2014,April,Saturday,22,Person in Crisis,D32,No,105
2014,March,Tuesday,22,Person in Crisis,D32,No,51
2014,July,Thursday,7,Person in Crisis,D52,Yes,125
2014,October,Thursday,18,Person in Crisis,D55,No,7
2014,January,Sunday,16,Suicide-related,D55,No,79
2014,August,Friday,21,Suicide-related,D41,No,137
2014,November,Tuesday,11,Person in Crisis,D53,No,54
2014,May,Monday,22,Suicide-related,D12,No,91
2014,August,Sunday,4,Person in Crisis,D32,No,68
2015,November,Friday,23,Overdose,D41,No,94
2014,December,Monday,5,Person in Crisis,D52,No,21
2014,October,Friday,7,Overdose,D43,No,3
2015,July,Saturday,2,Person in Crisis,D11,No,89
2015,January,Monday,16,Person in Crisis,D12,No,50
2014,April,Thursday,0,Suicide-related,D51,No,38
2015,September,Sunday,18,Overdose,D43,Yes,111
2015,January,Thursday,4,Overdose,D13,No,121
2015,July,Friday,9,Person in Crisis,D43,No,111
2015,December,Thursday,3,Person in Crisis,D42,No,37
2014,September,Monday,14,Suicide-related,D12,No,48
2014,May,Wednesday,0,Overdose,D54,Yes,7
2014,June,Sunday,21,Overdose,D31,No,13
2015,May,Monday,19,Suicide-related,D11,Yes,62
2015,April,Wednesday,19,Overdose,D42,No,94
2015,June,Thursday,16,Overdose,D51,No,88
2014,February,Monday,7,Overdose,D12,No,101
2015,April,Wednesday,9,Suicide-related,D11,No,58
2014,September,Wednesday,20,Person in Crisis,D42,No,4
2015,April,Saturday,23,Overdose,D32,No,59
2015,November,Tuesday,3,Overdose,D54,No,20
2015,September,Thursday,0,Overdose,D53,No,59
2015,October,Thursday,18,Person in Crisis,D32,No,130
2015,March,Sunday,2,Overdose,D31,No,102
2015,April,Thursday,20,Overdose,D54,No,6
2014,April,Sunday,20,Overdose,D11,No,48
2014,June,Saturday,1,Person in Crisis,D55,No,105
2014,August,Wednesday,18,Person in Crisis,D53,No,77
2014,February,Saturday,0,Overdose,D43,Yes,100
2015,December,Tuesday,6,Overdose,D43,No,72
2015,September,Monday,13,Suicide-related,D22,No,14
2014,September,Monday,10,Person in Crisis,D32,No,50
2015,February,Monday,5,Person in Crisis,D55,Yes,3
2014,December,Monday,13,Person in Crisis,D31,No,65
2014,November,Monday,20,Suicide-related,D52,Yes,31
2014,May,Saturday,13,Suicide-related,D12,Yes,68
2015,April,Tuesday,20,Overdose,D52,No,88
2014,August,Friday,10,Person in Crisis,D11,No,54
2015,May,Tuesday,12,Suicide-related,D12,No,52
2014,June,Sunday,6,Suicide-related,D22,No,111
2014,May,Wednesday,1,Person in Crisis,D41,No,118
2015,January,Thursday,4,Suicide-related,D55,No,88
2014,April,Saturday,6,Overdose,D22,No,39
2015,January,Wednesday,4,Overdose,D55,No,23
2015,April,Friday,15,Suicide-related,D32,No,80
2015,April,Friday,20,Overdose,D23,Yes,26
2015,June,Monday,20,Suicide-related,D11,Yes,85
2014,January,Wednesday,22,Suicide-related,D33,No,74
2014,May,Thursday,13,Overdose,D53,No,76
2014,June,Saturday,19,Person in Crisis,D32,No,104
2015,September,Monday,20,Suicide-related,D33,No,75
2014,June,Saturday,9,Overdose,D55,No,13
2015,June,Wednesday,1,Overdose,D33,No,13
2015,February,Saturday,3,Overdose,D11,No,63
2014,April,Sunday,17,Person in Crisis,D32,No,132
2014,July,Thursday,20,Suicide-related,D32,Yes,72
2015,March,Wednesday,4,Person in Crisis,D12,No,37
2014,January,Saturday,14,Overdose,D55,No,27
2014,July,Friday,13,Suicide-related,D41,No,69
2015,January,Friday,0,Person in Crisis,D11,No,2
2014,September,Monday,5,Suicide-related,D33,No,97
2014,February,Saturday,6,Overdose,D51,No,13
2015,March,Friday,16,Person in Crisis,D12,No,122
2015,September,Tuesday,4,Person in Crisis,D11,Yes,105
2015,February,Saturday,4,Overdose,D13,No,90
2015,September,Thursday,2,Overdose,D32,No,109
2014,September,Monday,18,Person in Crisis,D42,No,121
2015,June,Wednesday,16,Suicide-related,D13,No,107
2015,September,Sunday,14,Person in Crisis,D51,No,13
2015,March,Monday,14,Person in Crisis,D51,No,23
2015,October,Tuesday,23,Person in Crisis,D13,Yes,33
2014,July,Thursday,9,Person in Crisis,D33,Yes,33
2015,July,Tuesday,18,Suicide-related,D23,No,127
2014,November,Saturday,23,Person in Crisis,D22,No,27
2014,October,Thursday,19,Overdose,D11,No,99
2015,June,Thursday,4,Person in Crisis,D23,Yes,47
2015,July,Saturday,23,Overdose,D51,Yes,138
2015,September,Tuesday,12,Suicide-related,D55,No,83
2014,January,Saturday,12,Person in Crisis,D43,Yes,69
2014,July,Wednesday,10,Overdose,D51,No,116
2015,August,Tuesday,20,Overdose,D32,No,37
2015,May,Sunday,23,Overdose,D11,No,101
2014,February,Sunday,4,Person in Crisis,D11,No,98
2015,May,Saturday,12,Person in Crisis,D51,Yes,132
2015,November,Saturday,11,Person in Crisis,D53,No,10
2014,December,Tuesday,5,Overdose,D23,No,125
2014,October,Tuesday,3,Person in Crisis,D52,No,66
2014,May,Wednesday,12,Overdose,D53,No,130
2014,August,Monday,22,Suicide-related,D43,No,69
2015,April,Saturday,16,Overdose,D33,No,73
2015,November,Saturday,13,Suicide-related,D54,No,100
2014,September,Monday,0,Overdose,D42,Yes,138
2015,October,Tuesday,20,Overdose,D13,No,95
2014,September,Monday,9,Suicide-related,D22,Yes,104
2015,June,Tuesday,5,Suicide-related,D55,No,73
2014,January,Wednesday,3,Overdose,D13,No,81
2015,August,Tuesday,12,Suicide-related,D13,No,70
2015,January,Tuesday,16,Suicide-related,D12,No,37
2014,November,Thursday,14,Overdose,D43,No,21
2014,January,Saturday,9,Suicide-related,D31,No,19
2015,May,Friday,22,Suicide-related,D33,No,43
2015,January,Wednesday,9,Suicide-related,D42,No,34
2014,November,Saturday,13,Suicide-related,D33,No,96
2014,September,Thursday,13,Overdose,D32,No,55
2014,November,Friday,5,Overdose,D32,No,41
2015,October,Thursday,11,Suicide-related,D13,No,44
2015,October,Friday,0,Suicide-related,D52,No,74
2015,July,Wednesday,21,Suicide-related,D52,No,42
2015,April,Wednesday,8,Person in Crisis,D54,No,51
2014,April,Thursday,16,Overdose,D54,Yes,5
2014,October,Monday,22,Suicide-related,D51,Yes,114
2014,January,Saturday,16,Person in Crisis,D13,No,28
2014,September,Wednesday,15,Person in Crisis,D23,No,45
2014,October,Tuesday,20,Suicide-related,D41,No,85
2015,March,Thursday,16,Person in Crisis,D53,No,29
2014,August,Monday,11,Overdose,D13,No,7
2015,September,Tuesday,11,Suicide-related,D14,No,58
2015,May,Saturday,21,Overdose,D31,Yes,67
2015,November,Friday,23,Overdose,D32,No,8
2014,December,Wednesday,12,Overdose,D31,No,64
2014,June,Monday,4,Overdose,D42,No,40
2014,May,Thursday,7,Overdose,D41,No,8
2015,April,Friday,2,Suicide-related,D52,No,113
2014,September,Sunday,5,Overdose,D33,Yes,10
2014,September,Thursday,14,Overdose,D52,Yes,13
2015,March,Sunday,13,Overdose,D42,No,68
2015,December,Wednesday,11,Overdose,D33,No,20
2015,August,Saturday,8,Overdose,D53,No,128
2014,May,Tuesday,21,Suicide-related,D33,No,123
2014,November,Monday,13,Person in Crisis,D11,Yes,40
2014,May,Tuesday,1,Person in Crisis,D13,Yes,110
2014,May,Saturday,0,Person in Crisis,D33,Yes,101
2015,August,Friday,21,Suicide-related,D33,No,48
2015,May,Friday,5,Overdose,D54,Yes,75
2014,August,Tuesday,8,Overdose,D23,No,45
2014,January,Wednesday,7,Overdose,D52,Yes,21
2014,August,Friday,23,Suicide-related,D53,No,22
2015,June,Wednesday,22,Overdose,D22,No,28
2014,February,Saturday,6,Person in Crisis,D53,Yes,1
2014,April,Thursday,5,Overdose,D55,No,21
2014,August,Thursday,11,Overdose,D43,No,21
2015,March,Sunday,23,Suicide-related,D31,No,6
2014,February,Thursday,3,Overdose,D31,No,52
2015,January,Tuesday,4,Person in Crisis,D22,No,20
2014,February,Friday,15,Suicide-related,D53,No,113
2015,November,Friday,19,Suicide-related,D11,No,40
2014,August,Tuesday,0,Person in Crisis,D22,No,50
2015,January,Wednesday,17,Person in Crisis,D43,No,18
2015,April,Saturday,13,Person in Crisis,D54,No,78
2015,July,Friday,0,Person in Crisis,D54,No,42
2015,April,Saturday,9,Suicide-related,D14,Yes,129
2014,June,Tuesday,8,Person in Crisis,D23,No,64
2014,July,Monday,2,Suicide-related,D13,Yes,130
2015,March,Monday,20,Overdose,D43,No,66
2015,April,Tuesday,1,Overdose,D33,No,76
2015,March,Saturday,10,Overdose,D33,No,140
2014,February,Tuesday,0,Overdose,D43,No,60
2015,June,Monday,14,Suicide-related,D11,No,138
2014,October,Sunday,12,Suicide-related,D31,No,82
2014,June,Wednesday,2,Overdose,D43,No,20
2015,August,Saturday,6,Overdose,D32,Yes,34
2014,February,Monday,14,Person in Crisis,D54,No,120
2014,January,Monday,15,Suicide-related,D31,No,127
2015,November,Monday,19,Overdose,D52,No,101
2015,April,Thursday,15,Overdose,D53,Yes,69
2015,January,Monday,12,Overdose,D12,No,70
2014,September,Sunday,7,Overdose,D12,No,30
2015,June,Tuesday,21,Suicide-related,D43,No,79
2015,March,Sunday,18,Overdose,D54,Yes,115
2015,August,Sunday,6,Suicide-related,D53,No,63
2014,March,Saturday,3,Person in Crisis,D14,Yes,133
2014,December,Saturday,22,Person in Crisis,D13,No,140
2014,March,Thursday,23,Person in Crisis,D41,Yes,111
2015,November,Tuesday,23,Person in Crisis,D31,No,101
2015,April,Thursday,14,Overdose,D13,No,68
2015,October,Thursday,19,Person in Crisis,D13,No,19
2014,September,Saturday,11,Suicide-related,D31,No,30
2015,September,Wednesday,21,Person in Crisis,D13,No,88
2014,September,Tuesday,4,Person in Crisis,D54,Yes,103
2015,February,Saturday,16,Overdose,D12,No,96
2014,March,Tuesday,7,Overdose,D42,Yes,62
2014,November,Saturday,3,Suicide-related,D55,No,133
2014,November,Saturday,0,Overdose,D32,No,48
2015,September,Thursday,13,Person in Crisis,D31,No,13
2015,October,Saturday,4,Suicide-related,D54,No,7
2014,August,Saturday,9,Person in Crisis,D42,Yes,19
2015,December,Friday,17,Person in Crisis,D32,No,95
2014,October,Sunday,11,Overdose,D12,No,74
2014,February,Wednesday,21,Overdose,D11,No,51
2014,February,Saturday,21,Suicide-related,D23,No,86
2014,October,Tuesday,10,Suicide-related,D52,No,55
2014,March,Friday,6,Person in Crisis,D32,No,88
2014,November,Monday,1,Suicide-related,D14,Yes,50
2014,March,Monday,21,Person in Crisis,D14,No,5
2015,December,Wednesday,22,Overdose,D23,No,58
2014,July,Thursday,19,Person in Crisis,D12,No,32
2015,December,Monday,13,Person in Crisis,D32,No,132
2014,January,Thursday,11,Person in Crisis,D52,Yes,18
2014,January,Sunday,15,Overdose,D53,No,74
2014,October,Wednesday,11,Suicide-related,D32,No,135
2015,April,Tuesday,6,Person in Crisis,D11,No,122
2014,May,Thursday,23,Suicide-related,D51,No,37
2015,October,Friday,3,Overdose,D31,No,70
2014,July,Sunday,22,Suicide-related,D42,No,48
2014,December,Sunday,17,Overdose,D14,No,67
2014,November,Tuesday,7,Suicide-related,D12,No,52
2014,December,Saturday,5,Overdose,D51,No,112
2015,March,Monday,11,Overdose,D55,No,47
2015,December,Thursday,7,Overdose,D52,No,74
2015,May,Saturday,22,Person in Crisis,D33,No,11
2014,February,Tuesday,8,Person in Crisis,D31,No,10
2014,December,Tuesday,19,Overdose,D43,No,72
2014,November,Sunday,8,Suicide-related,D12,No,37
2015,July,Sunday,23,Suicide-related,D42,No,36
2015,March,Wednesday,23,Person in Crisis,D12,No,9
2015,March,Monday,12,Suicide-related,D41,No,6
2014,May,Tuesday,7,Overdose,D54,No,20
2015,January,Friday,4,Suicide-related,D22,No,108
2014,March,Friday,15,Overdose,D23,No,104
2015,June,Monday,10,Suicide-related,D22,Yes,129
2014,May,Sunday,13,Suicide-related,D12,No,107
2015,October,Monday,21,Person in Crisis,D32,No,93
2014,October,Sunday,10,Suicide-related,D11,Yes,10
2014,May,Wednesday,18,Overdose,D12,No,81
2015,June,Thursday,2,Suicide-related,D52,No,19
2015,April,Sunday,4,Person in Crisis,D13,No,41
2015,September,Thursday,18,Suicide-related,D33,No,136
2015,April,Friday,4,Suicide-related,D23,No,16
2015,October,Monday,23,Suicide-related,D13,Yes,38
2015,February,Thursday,2,Person in Crisis,D13,No,55
2015,March,Saturday,12,Overdose,D14,Yes,12
2015,January,Tuesday,13,Person in Crisis,D22,No,94
2015,October,Monday,1,Overdose,D13,No,132
2015,March,Saturday,6,Person in Crisis,D12,No,30
2014,May,Saturday,4,Suicide-related,D42,No,89
2014,July,Tuesday,19,Suicide-related,D12,No,108
2014,March,Friday,10,Overdose,D42,No,28
2015,November,Sunday,21,Overdose,D43,No,69
2015,November,Friday,9,Person in Crisis,D52,No,13
2014,February,Friday,12,Person in Crisis,D13,Yes,104
2014,February,Monday,17,Person in Crisis,D33,No,97
2015,January,Tuesday,15,Person in Crisis,D31,No,118
2015,December,Monday,12,Overdose,D51,No,102
2015,March,Friday,1,Suicide-related,D11,No,86
2014,June,Saturday,14,Suicide-related,D22,No,35
2015,March,Saturday,21,Suicide-related,D23,No,126
2015,June,Friday,20,Overdose,D12,No,99
2015,November,Thursday,12,Overdose,D31,Yes,6
2015,December,Monday,9,Person in Crisis,D31,No,127
2014,April,Sunday,23,Suicide-related,D54,No,9
2015,July,Sunday,4,Person in Crisis,D13,No,83
2015,July,Sunday,4,Suicide-related,D53,No,77
2015,October,Sunday,1,Person in Crisis,D31,No,109
2014,June,Friday,9,Overdose,D42,No,16
2015,October,Monday,23,Suicide-related,D55,No,79
2015,June,Thursday,12,Suicide-related,D41,No,129
2015,February,Saturday,9,Overdose,D13,No,40
2014,December,Sunday,22,Overdose,D52,No,36
2015,January,Sunday,18,Suicide-related,D32,No,68
2014,March,Tuesday,16,Person in Crisis,D22,Yes,23
2015,May,Thursday,5,Overdose,D54,Yes,31
2014,February,Monday,9,Suicide-related,D32,No,125
2014,April,Thursday,10,Suicide-related,D53,Yes,59
2015,December,Wednesday,9,Person in Crisis,D41,No,87
2015,November,Monday,23,Suicide-related,D54,Yes,135
2015,September,Wednesday,7,Person in Crisis,D54,Yes,55
2014,November,Wednesday,7,Overdose,D51,No,135
2014,November,Monday,8,Overdose,D51,Yes,32
2014,January,Saturday,6,Overdose,D23,Yes,50
2015,July,Sunday,22,Overdose,D53,No,14
2015,November,Monday,12,Overdose,D14,No,6
2015,June,Sunday,22,Suicide-related,D43,No,61
2014,August,Wednesday,12,Person in Crisis,D31,No,131
2014,May,Friday,15,Person in Crisis,D14,No,28
2014,February,Wednesday,2,Suicide-related,D53,Yes,135
2015,August,Monday,1,Overdose,D41,No,89
2014,February,Saturday,22,Person in Crisis,D14,No,119
2014,November,Saturday,19,Overdose,D14,No,100
2015,May,Saturday,6,Suicide-related,D51,No,72
2014,March,Saturday,17,Suicide-related,D14,No,117
2015,August,Saturday,20,Suicide-related,D13,No,22
2014,May,Friday,4,Suicide-related,D54,Yes,104
2014,November,Friday,3,Suicide-related,D32,No,124
2014,November,Sunday,5,Suicide-related,D55,No,70
2015,March,Sunday,11,Suicide-related,D33,No,101
2015,December,Friday,12,Overdose,D14,No,88
2014,July,Monday,13,Suicide-related,D55,No,100
2015,June,Thursday,3,Person in Crisis,D11,No,41
2014,May,Monday,9,Suicide-related,D11,No,121
2014,August,Friday,15,Suicide-related,D53,No,107
2015,July,Wednesday,17,Person in Crisis,D51,Yes,76
2015,August,Tuesday,11,Overdose,D41,Yes,16
2014,September,Wednesday,5,Suicide-related,D52,No,74
2015,July,Tuesday,22,Suicide-related,D13,No,127
2015,March,Sunday,0,Person in Crisis,D51,No,76
2015,August,Sunday,1,Overdose,D22,No,98
2014,November,Wednesday,22,Overdose,D32,No,78
2014,July,Saturday,22,Person in Crisis,D22,Yes,85
2015,March,Saturday,10,Overdose,D13,No,64
2014,January,Tuesday,13,Overdose,D54,No,30
2015,November,Sunday,2,Person in Crisis,D51,No,41
2015,July,Wednesday,17,Suicide-related,D14,No,12
2014,August,Tuesday,14,Person in Crisis,D55,No,115
2015,May,Friday,20,Overdose,D42,No,115
2015,September,Tuesday,16,Overdose,D12,No,31
2014,July,Tuesday,22,Person in Crisis,D54,No,135
2015,October,Tuesday,22,Suicide-related,D22,No,128
2015,June,Tuesday,17,Person in Crisis,D14,No,8
2015,May,Thursday,4,Suicide-related,D43,No,105
2014,January,Wednesday,9,Person in Crisis,D23,No,15
2014,September,Tuesday,6,Overdose,D12,No,80
2014,May,Sunday,21,Person in Crisis,D54,No,32
2015,February,Monday,16,Person in Crisis,D54,No,133
2014,April,Monday,16,Suicide-related,D52,No,109
2014,August,Thursday,11,Person in Crisis,D55,No,67
2015,November,Sunday,8,Person in Crisis,D31,No,85
2014,July,Sunday,9,Suicide-related,D11,No,71
2015,October,Thursday,0,Overdose,D41,No,49
2015,October,Tuesday,18,Overdose,D14,Yes,85
2014,August,Wednesday,10,Person in Crisis,D54,No,75
2014,September,Friday,11,Suicide-related,D32,No,1
2015,June,Monday,16,Suicide-related,D14,No,52
2015,April,Wednesday,11,Suicide-related,D33,No,81
2015,May,Sunday,0,Overdose,D31,No,107
2014,November,Saturday,11,Overdose,D11,No,74
2015,November,Sunday,20,Overdose,D14,No,9
2015,August,Saturday,1,Overdose,D51,No,28
2014,April,Saturday,23,Suicide-related,D13,No,70
2014,January,Thursday,3,Suicide-related,D43,No,77
2015,April,Thursday,18,Person in Crisis,D54,No,133
2015,November,Friday,19,Person in Crisis,D14,No,52
2014,June,Saturday,18,Overdose,D33,No,63
2015,April,Friday,3,Overdose,D12,No,110
2014,April,Monday,1,Suicide-related,D23,No,111
2015,March,Sunday,3,Person in Crisis,D33,No,19
2014,April,Thursday,5,Overdose,D42,No,63
2015,June,Thursday,8,Overdose,D54,Yes,52
2014,July,Thursday,6,Person in Crisis,D53,No,110
2015,September,Wednesday,10,Person in Crisis,D11,No,137
2015,February,Sunday,1,Suicide-related,D22,No,105
2015,June,Friday,11,Overdose,D22,No,86
2014,September,Saturday,21,Overdose,D13,No,21
2015,March,Friday,21,Person in Crisis,D23,No,110
2014,April,Saturday,1,Overdose,D42,No,41
2014,December,Wednesday,8,Overdose,D12,No,16
2014,August,Sunday,5,Person in Crisis,D32,No,38
2015,March,Saturday,17,Suicide-related,D33,No,7
2014,January,Sunday,2,Person in Crisis,D54,No,106
2014,September,Thursday,15,Suicide-related,D42,No,123
2014,December,Thursday,8,Overdose,D41,No,125
2015,November,Tuesday,1,Overdose,D43,No,138
2014,August,Sunday,16,Suicide-related,D43,No,68
2014,December,Tuesday,15,Person in Crisis,D53,No,129
2015,June,Wednesday,7,Overdose,D53,No,71
2014,July,Friday,23,Overdose,D13,No,127
2014,April,Monday,22,Person in Crisis,D22,No,67
2014,August,Saturday,4,Overdose,D33,No,90
2014,October,Tuesday,17,Overdose,D55,No,140
2014,November,Tuesday,21,Person in Crisis,D33,No,92
2014,October,Saturday,16,Overdose,D53,Yes,104
2014,November,Friday,20,Person in Crisis,D43,No,51
2014,March,Monday,3,Suicide-related,D31,No,107
2015,February,Tuesday,18,Person in Crisis,D42,No,20
2014,August,Wednesday,19,Overdose,D42,Yes,23
2015,February,Monday,5,Suicide-related,D31,Yes,46
2014,January,Saturday,10,Overdose,D14,No,70
2014,April,Thursday,22,Suicide-related,D33,No,48
2014,March,Saturday,15,Suicide-related,D13,Yes,89
2015,December,Monday,8,Suicide-related,D52,No,86
2014,March,Saturday,12,Person in Crisis,D11,No,60
2014,June,Monday,19,Suicide-related,D52,Yes,108
2014,May,Thursday,5,Person in Crisis,D32,No,121
2014,October,Monday,12,Overdose,D33,No,57
2014,June,Saturday,8,Person in Crisis,D52,Yes,117
2014,May,Thursday,0,Person in Crisis,D53,No,19
2014,May,Wednesday,13,Suicide-related,D52,No,29
2015,April,Tuesday,23,Person in Crisis,D55,No,14
2015,December,Saturday,21,Person in Crisis,D43,Yes,48
2014,July,Sunday,1,Overdose,D55,No,119
2015,March,Thursday,14,Overdose,D52,No,45
2015,January,Thursday,3,Person in Crisis,D14,No,51
2015,August,Saturday,16,Overdose,D32,No,132
2014,May,Monday,4,Person in Crisis,D23,No,67
2014,March,Sunday,9,Suicide-related,D31,No,87
2014,February,Wednesday,8,Person in Crisis,D52,No,109
2014,October,Wednesday,4,Person in Crisis,D55,Yes,73
2015,July,Thursday,11,Suicide-related,D53,No,102
2014,January,Sunday,9,Overdose,D54,Yes,102
2014,June,Saturday,10,Overdose,D22,No,1
2014,September,Sunday,18,Suicide-related,D23,No,40
2014,February,Tuesday,9,Suicide-related,D54,No,116
2014,July,Monday,1,Person in Crisis,D31,No,124
2015,June,Wednesday,23,Overdose,D13,Yes,21
2015,March,Monday,18,Overdose,D54,No,68
2014,June,Monday,12,Person in Crisis,D13,No,104
2015,January,Monday,17,Person in Crisis,D12,No,27
2014,November,Sunday,13,Person in Crisis,D23,Yes,13
2014,June,Thursday,16,Overdose,D32,No,104
2014,April,Sunday,17,Suicide-related,D11,No,94
2014,April,Wednesday,9,Suicide-related,D11,No,17
2015,February,Sunday,16,Suicide-related,D42,Yes,66
2014,November,Friday,8,Person in Crisis,D11,No,132
2015,July,Wednesday,7,Person in Crisis,D12,No,82
2015,October,Saturday,22,Suicide-related,D43,Yes,122
2014,April,Sunday,22,Suicide-related,D41,Yes,82
2014,July,Wednesday,23,Overdose,D11,No,44
2015,December,Friday,16,Overdose,D13,No,30
2014,September,Sunday,5,Suicide-related,D33,No,86
2014,April,Wednesday,20,Overdose,D42,No,78
2014,December,Saturday,15,Overdose,D23,Yes,34
2014,May,Tuesday,7,Person in Crisis,D52,Yes,6
2014,December,Thursday,9,Person in Crisis,D13,No,96
2014,July,Saturday,14,Suicide-related,D54,No,93
2015,December,Thursday,16,Person in Crisis,D42,No,87
2014,May,Tuesday,20,Overdose,D22,Yes,40
2014,December,Wednesday,6,Suicide-related,D42,No,135
2015,February,Saturday,19,Overdose,D22,No,104
2015,January,Thursday,2,Overdose,D43,No,109
2015,September,Tuesday,21,Overdose,D32,No,69
2015,November,Wednesday,14,Person in Crisis,D13,No,28
2014,September,Sunday,10,Overdose,D32,Yes,22
2014,January,Tuesday,5,Overdose,D54,No,68
2015,August,Saturday,5,Person in Crisis,D12,No,5
2014,November,Sunday,22,Suicide-related,D55,No,48
2014,May,Saturday,23,Person in Crisis,D55,No,105
2015,August,Thursday,19,Overdose,D32,No,123
2015,September,Thursday,4,Suicide-related,D52,No,119
2014,January,Saturday,1,Overdose,D12,No,133
2015,June,Saturday,13,Person in Crisis,D42,No,84
2014,October,Friday,7,Person in Crisis,D42,Yes,110
2015,May,Tuesday,1,Overdose,D23,No,51
2015,October,Saturday,2,Suicide-related,D12,No,120
2014,May,Friday,3,Overdose,D54,No,16
2015,September,Tuesday,12,Suicide-related,D32,No,102
2014,February,Monday,19,Person in Crisis,D12,No,70
2014,February,Tuesday,23,Suicide-related,D41,No,33
2015,July,Wednesday,17,Person in Crisis,D22,No,2
2014,March,Wednesday,22,Overdose,D13,Yes,128
2015,August,Sunday,19,Suicide-related,D54,No,54
2014,February,Thursday,8,Suicide-related,D54,No,127
2015,July,Wednesday,18,Overdose,D11,Yes,61
2015,September,Thursday,4,Overdose,D12,Yes,112
2015,December,Sunday,1,Person in Crisis,D42,Yes,107
2015,December,Saturday,9,Overdose,D51,No,23
2015,January,Saturday,20,Person in Crisis,D12,No,91
2015,January,Tuesday,4,Person in Crisis,D52,No,79
2015,October,Thursday,15,Suicide-related,D41,No,52
2014,July,Friday,1,Suicide-related,D14,No,72
2014,January,Sunday,12,Suicide-related,D12,Yes,62
2014,March,Tuesday,14,Suicide-related,D53,No,59
2015,October,Friday,11,Person in Crisis,D41,No,128
2015,October,Friday,8,Suicide-related,D54,No,130
2015,July,Monday,14,Person in Crisis,D31,No,44
2015,August,Monday,21,Suicide-related,D22,No,99
2015,August,Saturday,3,Person in Crisis,D31,No,87
2015,February,Friday,20,Suicide-related,D41,Yes,12
2015,July,Sunday,10,Person in Crisis,D33,Yes,19
2015,September,Friday,23,Suicide-related,D12,No,51
2014,February,Monday,7,Overdose,D33,No,5
2015,January,Saturday,22,Overdose,D41,No,85
2015,August,Sunday,1,Person in Crisis,D33,No,112
2014,April,Thursday,10,Person in Crisis,D23,No,47
2014,October,Thursday,7,Suicide-related,D51,No,60
2015,July,Tuesday,13,Suicide-related,D31,No,24
2014,May,Wednesday,14,Person in Crisis,D23,No,94
2014,October,Monday,20,Suicide-related,D22,No,57
2014,February,Monday,8,Person in Crisis,D52,No,77
2015,May,Saturday,23,Suicide-related,D42,Yes,54
2014,December,Saturday,16,Person in Crisis,D32,No,84
2015,February,Friday,22,Suicide-related,D43,Yes,91
2014,February,Tuesday,4,Person in Crisis,D43,No,2
2015,August,Friday,14,Overdose,D14,No,132
2015,March,Saturday,19,Suicide-related,D52,No,6
2014,September,Saturday,0,Suicide-related,D55,No,66
2014,April,Sunday,2,Person in Crisis,D51,No,79
2015,January,Monday,21,Person in Crisis,D31,No,54
2015,June,Monday,6,Person in Crisis,D42,Yes,58
2014,December,Tuesday,5,Person in Crisis,D53,No,29
2014,August,Monday,7,Overdose,D33,No,25
2014,February,Friday,5,Suicide-related,D51,No,22
2015,June,Thursday,21,Person in Crisis,D52,No,2
2014,December,Monday,22,Person in Crisis,D31,No,89
2015,June,Sunday,5,Person in Crisis,D55,Yes,89
2015,July,Saturday,2,Overdose,D14,Yes,126
2014,October,Wednesday,11,Overdose,D55,No,68
2014,October,Sunday,2,Overdose,D53,Yes,15
2014,September,Friday,17,Person in Crisis,D42,No,83
2015,April,Tuesday,17,Suicide-related,D11,No,9
2014,March,Thursday,0,Suicide-related,D14,No,95
2015,June,Sunday,2,Suicide-related,D54,No,69
2015,June,Friday,9,Suicide-related,D41,No,38
2015,February,Thursday,21,Person in Crisis,D42,Yes,51
2015,August,Tuesday,3,Person in Crisis,D23,No,8
2014,June,Thursday,10,Person in Crisis,D52,No,88
2015,May,Tuesday,20,Overdose,D11,No,116
2014,March,Sunday,11,Overdose,D23,No,53
2015,July,Wednesday,20,Person in Crisis,D52,No,5
2014,August,Monday,3,Suicide-related,D31,No,99
2015,October,Friday,5,Suicide-related,D55,Yes,98
2014,January,Thursday,0,Person in Crisis,D55,Yes,9
2015,March,Saturday,17,Overdose,D22,No,31
2014,December,Friday,19,Person in Crisis,D54,No,29
2015,February,Friday,19,Person in Crisis,D23,No,110
2014,April,Thursday,13,Overdose,D13,Yes,86
2014,December,Saturday,11,Suicide-related,D54,No,139
2014,August,Wednesday,3,Suicide-related,D43,No,86
2015,May,Wednesday,6,Suicide-related,D32,No,20
2014,July,Monday,17,Overdose,D31,No,132
2014,January,Wednesday,10,Person in Crisis,D22,No,2
2015,December,Thursday,22,Suicide-related,D32,No,100
2014,September,Wednesday,21,Person in Crisis,D41,No,89
2014,May,Thursday,14,Overdose,D53,No,37
2015,April,Tuesday,23,Overdose,D31,No,75
2014,May,Saturday,7,Suicide-related,D54,No,132
2014,March,Sunday,13,Person in Crisis,D23,Yes,138
2014,February,Monday,22,Overdose,D51,No,126
